method.nonObject	69	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Cannot call method toIso8601String() on string.
method.unresolvableReturnType	71	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Return type of call to method Illuminate\Support\Collection<int,array<string, mixed>>::all() contains unresolvable type.
argument.type	184	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/WalletController.php	Parameter #1 $user of method App\Services\WalletService::getBalance() expects App\Models\User, Illuminate\Database\Eloquent\Model given.
empty.offset	557	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Install/InstallController.php	Offset 'username' on array{}|array{name?: mixed, email?: mixed, password?: mixed, role?: 'admin', status?: 'active', is_verified?: true} in empty() does not exist.
empty.offset	560	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Install/InstallController.php	Offset 'mobile' on array{}|array{name?: mixed, email?: mixed, password?: mixed, role?: 'admin', status?: 'active', is_verified?: true, username?: non-falsy-string} in empty() does not exist.
property.notFound	21	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/BlogPostResource.php	Access to an undefined property App\Http\Resources\BlogPostResource::$job_classification_id.
property.notFound	25	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/BlogPostResource.php	Access to an undefined property App\Http\Resources\BlogPostResource::$catalog_exams.
property.notFound	26	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/BlogPostResource.php	Access to an undefined property App\Http\Resources\BlogPostResource::$catalog_pdfs.
method.notFound	12	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/ExamAttemptResource.php	Call to an undefined method App\Http\Resources\ExamAttemptResource::resultSummary().
property.notFound	26	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/ExamAttemptResource.php	Access to an undefined property App\Http\Resources\ExamAttemptResource::$is_retry_wrong.
property.notFound	27	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/ExamAttemptResource.php	Access to an undefined property App\Http\Resources\ExamAttemptResource::$retry_mode.
property.notFound	28	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/ExamAttemptResource.php	Access to an undefined property App\Http\Resources\ExamAttemptResource::$parent_attempt_id.
ignore.count	22	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/QuestionResource.php	Ignored error pattern #^Access to an undefined property App\\Http\\Resources\\QuestionResource\:\:\$correct_answer\.$# (property.notFound) in path C:\Users\Kardansoft\Desktop\job-kimi\app\Http\Resources\QuestionResource.php is expected to occur 1 time, but occurred 2 times.
property.notFound	23	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Resources/QuestionResource.php	Access to an undefined property App\Http\Resources\QuestionResource::$correct_answer.
